okres;orp;pohlavi;vek_kat;komplikovany;jip;kyslik;upv;ecmo;delka_hosp;stav;pocet_pac
CZ0806;8019;Z;65+;1;1;0;0;0;8-14 dní;Zemřel;2
CZ0534;5313;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0411;4105;M;65+;1;1;1;0;0;15+ dní;Hospitalizován;2
CZ0411;4101;M;65+;;;1;0;0;3-7 dní;Zemřel;8
CZ0413;4107;Z;65+;1;;1;0;0;2 dny;Zemřel;1
CZ0322;3203;M;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0100;0;Z;65+;1;1;1;0;0;8-14 dní;Hospitalizován;2
CZ0325;3208;Z;65+;1;1;0;0;0;3-7 dní;Hospitalizován;1
CZ0311;3113;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0522;5210;M;65+;;;1;0;0;3-7 dní;Propuštěn;10
CZ0422;4203;M;20-64;;;1;0;0;3-7 dní;Propuštěn;26
CZ0311;3102;Z;65+;;;0;0;0;2 dny;Propuštěn;5
CZ0421;4202;M;65+;;;1;0;0;8-14 dní;Propuštěn;33
CZ0205;2012;Z;65+;;;1;0;0;8-14 dní;Zemřel;4
CZ0712;7110;M;65+;1;1;1;1;0;3-7 dní;Hospitalizován;1
CZ0724;7209;M;65+;;;0;0;0;1 den;Zemřel;1
CZ0514;5104;M;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0207;9999;M;65+;;;1;0;0;8-14 dní;Propuštěn;1
CZ0531;5302;M;20-64;1;;1;0;0;8-14 dní;Zemřel;1
CZ0635;6308;Z;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0100;0;Z;20-64;;;1;0;0;8-14 dní;Hospitalizován;4
CZ0632;6312;M;65+;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0531;5302;Z;65+;;;0;0;0;3-7 dní;Propuštěn;5
CZ0524;5213;M;65+;1;1;1;1;0;15+ dní;Propuštěn;4
CZ0422;4204;Z;65+;;;1;0;0;3-7 dní;Zemřel;10
CZ0522;5204;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0534;5301;M;20-64;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0631;6302;M;65+;;;1;0;0;2 dny;Zemřel;2
CZ0209;2003;Z;20-64;;1;1;0;0;3-7 dní;Hospitalizován;1
CZ0425;4206;Z;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0805;8017;M;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0711;7102;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;6
CZ0523;5209;M;65+;;1;1;0;0;8-14 dní;Propuštěn;8
CZ0724;7209;M;65+;;;1;0;0;8-14 dní;Propuštěn;13
CZ0413;4107;Z;20-64;1;1;1;0;0;3-7 dní;Propuštěn;3
CZ0317;3112;M;65+;;;1;0;0;3-7 dní;Hospitalizován;5
CZ0715;7111;M;65+;;1;1;0;0;2 dny;Propuštěn;2
CZ0531;5304;M;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0532;5309;Z;65+;1;1;1;1;0;8-14 dní;Hospitalizován;1
CZ0805;8009;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0317;3110;M;65+;;;1;0;0;2 dny;Hospitalizován;1
CZ0411;4101;M;65+;;;0;0;0;2 dny;Propuštěn;2
CZ0645;6406;M;20-64;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0325;3208;M;65+;;;0;0;0;3-7 dní;Propuštěn;8
CZ0634;6306;Z;20-64;;;1;0;0;2 dny;Propuštěn;1
CZ0801;8020;M;65+;;;0;0;0;3-7 dní;Propuštěn;3
CZ0327;3215;M;20-64;1;1;0;1;0;8-14 dní;Zemřel;3
CZ0643;6421;M;65+;;;1;0;0;15+ dní;Propuštěn;6
CZ0635;6314;M;65+;;;1;0;0;15+ dní;Zemřel;2
CZ0412;4103;M;0-19;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0804;8015;Z;20-64;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ020B;2023;M;65+;1;1;1;0;0;15+ dní;Hospitalizován;1
CZ0724;7209;M;65+;;;1;0;0;15+ dní;Hospitalizován;1
CZ0633;6303;Z;65+;1;;1;0;0;3-7 dní;Zemřel;4
CZ0803;8008;M;20-64;;;0;0;0;1 den;Propuštěn;2
CZ0421;4212;Z;65+;;;1;0;0;3-7 dní;Propuštěn;3
CZ0645;6406;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0316;3111;Z;65+;1;1;1;0;0;3-7 dní;Zemřel;2
CZ0724;7213;M;65+;1;1;0;0;0;8-14 dní;Hospitalizován;1
CZ0424;4207;Z;65+;1;1;1;0;0;15+ dní;Propuštěn;2
CZ0201;2001;M;65+;;;1;0;0;3-7 dní;Zemřel;17
CZ0521;5205;Z;65+;;;0;0;0;2 dny;Propuštěn;9
CZ0205;2004;M;20-64;;;0;0;0;2 dny;Propuštěn;3
CZ0525;5215;M;65+;1;;1;0;0;8-14 dní;Zemřel;1
CZ0312;3106;M;65+;;1;1;0;0;2 dny;Propuštěn;1
CZ0513;5102;M;65+;;;1;0;0;3-7 dní;Propuštěn;3
CZ0514;5104;M;65+;1;;1;0;0;3-7 dní;Zemřel;2
CZ0724;7209;M;20-64;;;0;0;0;15+ dní;Propuštěn;3
CZ0803;8008;M;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0715;7111;M;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0712;7107;M;65+;1;1;1;1;1;15+ dní;Zemřel;1
CZ0804;8012;Z;0-19;;;0;0;0;3-7 dní;Propuštěn;1
CZ0805;8009;Z;20-64;1;;1;0;0;15+ dní;Propuštěn;1
CZ0208;2019;Z;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0323;3209;M;20-64;1;1;1;1;1;15+ dní;Propuštěn;2
CZ0532;5311;M;65+;;;0;0;0;1 den;Propuštěn;1
CZ0521;5205;M;65+;;1;1;0;0;8-14 dní;Zemřel;1
CZ0100;0;M;20-64;1;1;1;1;0;15+ dní;Propuštěn;54
CZ0324;3210;M;20-64;;;1;0;0;3-7 dní;Propuštěn;4
CZ020B;2020;M;20-64;1;1;1;0;0;3-7 dní;Propuštěn;2
CZ0724;7209;M;65+;1;;1;0;0;1 den;Zemřel;2
CZ0715;7106;Z;65+;;;1;0;0;1 den;Propuštěn;1
CZ0209;2003;M;0-19;;;0;0;0;1 den;Propuštěn;1
CZ0801;8014;Z;65+;;;1;0;0;8-14 dní;Zemřel;3
CZ0806;8019;Z;20-64;1;1;0;0;0;3-7 dní;Zemřel;1
CZ020A;2005;Z;20-64;;;0;0;0;1 den;Propuštěn;5
CZ0324;3212;Z;65+;;;1;0;0;1 den;Propuštěn;2
CZ0100;0;Z;65+;;1;0;0;0;3-7 dní;Zemřel;1
CZ0209;2022;M;20-64;1;1;0;1;0;3-7 dní;Propuštěn;1
CZ0325;3208;Z;20-64;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ0100;0;Z;65+;1;1;0;1;0;8-14 dní;Hospitalizován;2
CZ0532;5309;M;20-64;;;1;0;0;1 den;Propuštěn;6
CZ0631;6302;Z;20-64;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0714;7109;Z;20-64;;;1;0;0;15+ dní;Propuštěn;2
CZ0635;6308;M;65+;;;1;0;0;2 dny;Zemřel;1
CZ0321;3202;M;65+;;;1;0;0;3-7 dní;Propuštěn;16
CZ0646;6419;Z;65+;1;;1;0;0;3-7 dní;Zemřel;5
CZ0421;4212;M;65+;;;0;0;0;8-14 dní;Propuštěn;13
CZ0803;8002;Z;65+;;;1;0;0;8-14 dní;Zemřel;2
CZ0723;7210;Z;65+;;;1;0;0;15+ dní;Zemřel;2
CZ0321;3212;Z;65+;1;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0531;5302;M;65+;1;;0;0;0;8-14 dní;Propuštěn;1
CZ0803;8011;Z;65+;;;0;0;0;3-7 dní;Zemřel;2
CZ0209;2022;M;65+;;;0;0;0;3-7 dní;Propuštěn;2
CZ0512;5103;Z;20-64;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0712;7112;Z;65+;;;0;0;0;3-7 dní;Zemřel;1
CZ0314;3108;M;20-64;1;1;0;1;0;1 den;Zemřel;1
CZ0631;6302;M;65+;;;0;0;0;8-14 dní;Hospitalizován;2
CZ0513;5102;M;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0209;2022;M;20-64;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0724;7213;M;65+;1;1;1;1;0;15+ dní;Propuštěn;9
CZ0523;5209;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;6
CZ0713;7108;M;65+;1;1;1;1;0;3-7 dní;Zemřel;4
CZ0324;3210;M;65+;;;1;0;0;8-14 dní;Propuštěn;9
CZ020B;2007;M;20-64;;;0;0;0;3-7 dní;Propuštěn;3
CZ0423;4211;M;65+;;;0;0;0;3-7 dní;Propuštěn;3
CZ0802;8006;M;20-64;;;0;0;0;1 den;Propuštěn;2
CZ0209;2003;Z;20-64;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0100;0;M;65+;1;1;0;0;0;15+ dní;Hospitalizován;1
CZ0804;8012;Z;20-64;1;1;1;1;0;8-14 dní;Propuštěn;2
CZ0522;5210;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;3
CZ0426;4213;M;65+;;;0;0;0;1 den;Propuštěn;2
CZ0644;6404;M;65+;1;;1;0;0;8-14 dní;Propuštěn;3
CZ0325;3208;M;65+;1;1;1;0;0;15+ dní;Propuštěn;2
CZ0643;6408;M;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0713;7108;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;11
CZ0533;5312;M;65+;;;1;0;0;8-14 dní;Hospitalizován;2
CZ0715;7106;Z;20-64;;;0;0;0;1 den;Propuštěn;4
CZ0635;6314;M;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0323;3209;Z;20-64;;;0;0;0;3-7 dní;Hospitalizován;1
CZ020B;2007;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;2
CZ0522;5210;Z;65+;;;1;0;0;8-14 dní;Propuštěn;12
CZ0645;6406;M;65+;1;1;1;1;0;15+ dní;Propuštěn;6
CZ0316;3101;M;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0803;8018;M;65+;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0206;2014;M;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ020B;2020;Z;65+;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0100;0;M;20-64;;;0;0;0;15+ dní;Propuštěn;36
CZ0644;6407;Z;65+;;;1;0;0;3-7 dní;Propuštěn;3
CZ0531;5304;M;65+;1;;1;0;0;1 den;Zemřel;1
CZ0802;8006;M;20-64;;;0;0;0;3-7 dní;Zemřel;1
CZ0325;3206;Z;20-64;;;0;0;0;8-14 dní;Propuštěn;2
CZ0317;3110;Z;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ0425;4209;M;65+;;;1;0;0;1 den;Propuštěn;3
CZ0317;3112;M;65+;1;;1;0;0;8-14 dní;Propuštěn;5
CZ0524;5202;M;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0805;8013;M;65+;1;1;1;0;0;15+ dní;Zemřel;1
CZ0803;8008;M;65+;;;0;0;0;8-14 dní;Zemřel;2
CZ0524;5213;M;20-64;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0802;8010;Z;0-19;;1;0;0;0;1 den;Propuštěn;1
CZ0411;4101;M;65+;;;1;0;0;1 den;Propuštěn;2
CZ0411;4101;Z;65+;;;1;0;0;8-14 dní;Zemřel;1
CZ0643;6416;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;7
CZ0324;3212;M;65+;1;1;1;0;0;3-7 dní;Propuštěn;2
CZ0533;5310;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;4
CZ0412;4106;M;65+;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0201;2025;M;65+;;1;1;0;0;3-7 dní;Propuštěn;2
CZ0645;6410;M;65+;1;1;1;1;0;15+ dní;Zemřel;9
CZ0804;8015;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;7
CZ0425;4209;M;65+;1;1;1;1;0;15+ dní;Zemřel;2
CZ0802;8021;M;20-64;;;0;0;0;8-14 dní;Propuštěn;13
CZ0715;7111;M;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0311;3102;M;20-64;1;1;1;0;0;2 dny;Propuštěn;1
CZ0632;6312;Z;20-64;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0311;3102;Z;65+;1;;1;0;0;15+ dní;Zemřel;3
CZ0635;6301;M;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0646;6419;Z;20-64;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0803;8002;M;65+;;;1;0;0;3-7 dní;Zemřel;5
CZ0642;6403;M;65+;;1;1;0;0;1 den;Propuštěn;1
CZ0424;4207;M;20-64;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0426;4213;M;65+;1;1;0;1;0;8-14 dní;Zemřel;4
CZ0713;7108;Z;65+;1;1;1;1;0;8-14 dní;Propuštěn;3
CZ0322;3203;M;65+;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0512;5108;M;65+;;;0;0;0;3-7 dní;Zemřel;1
CZ0534;5313;M;65+;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0426;4201;Z;65+;;;1;0;0;3-7 dní;Propuštěn;3
CZ0313;3104;M;20-64;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0100;0;M;20-64;;1;1;0;0;15+ dní;Propuštěn;10
CZ0525;5214;M;20-64;1;;1;0;0;8-14 dní;Propuštěn;2
CZ0314;3108;M;20-64;;1;1;0;0;8-14 dní;Propuštěn;2
CZ0413;4107;M;20-64;1;1;1;0;0;3-7 dní;Hospitalizován;1
CZ0645;6406;M;65+;;;0;0;0;15+ dní;Propuštěn;8
CZ0635;6301;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;3
CZ0413;4107;M;20-64;;1;1;0;0;1 den;Propuštěn;1
CZ0209;2003;M;65+;;;0;0;0;3-7 dní;Propuštěn;14
CZ0426;4213;M;65+;1;1;1;0;0;8-14 dní;Zemřel;6
CZ0411;4102;M;65+;1;1;0;1;0;8-14 dní;Zemřel;5
CZ020B;2007;M;65+;;;0;0;0;8-14 dní;Propuštěn;2
CZ0207;2015;Z;0-19;;;0;0;0;1 den;Propuštěn;1
CZ0411;4105;M;65+;;;1;0;0;1 den;Zemřel;1
CZ0644;6407;Z;65+;;1;1;0;0;15+ dní;Propuštěn;4
CZ0514;5109;M;65+;1;1;1;0;0;15+ dní;Zemřel;3
CZ0100;0;M;65+;1;1;1;1;1;15+ dní;Hospitalizován;1
CZ0323;3209;M;65+;;;0;0;0;2 dny;Zemřel;5
CZ0646;6419;M;20-64;;;1;0;0;15+ dní;Propuštěn;5
CZ0645;6406;M;20-64;;;0;0;0;8-14 dní;Propuštěn;7
CZ0634;6313;M;65+;1;;1;0;0;2 dny;Zemřel;4
CZ0208;2019;M;20-64;;;0;0;0;15+ dní;Propuštěn;1
CZ0325;3206;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0525;5214;Z;65+;1;;1;0;0;1 den;Zemřel;1
CZ0802;8006;Z;65+;;;0;0;0;15+ dní;Zemřel;1
CZ0645;6406;Z;65+;;;1;0;0;8-14 dní;Propuštěn;20
CZ0642;6403;M;65+;1;1;1;1;0;3-7 dní;Zemřel;15
CZ0645;9999;M;65+;;;0;0;0;3-7 dní;Hospitalizován;1
CZ020A;2005;Z;65+;;;1;0;0;15+ dní;Propuštěn;16
CZ0513;5102;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;1
CZ0645;6406;Z;65+;;;0;0;0;1 den;Zemřel;1
CZ0424;4210;M;65+;;;1;0;0;1 den;Hospitalizován;1
CZ0647;6412;Z;20-64;;1;1;0;0;15+ dní;Propuštěn;1
CZ0525;5214;M;65+;;;0;0;0;15+ dní;Propuštěn;3
CZ0206;2014;M;20-64;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0523;5206;M;65+;1;;1;0;0;2 dny;Zemřel;1
CZ0805;8017;M;65+;;;1;0;0;2 dny;Zemřel;5
CZ0202;2002;M;20-64;;1;1;0;0;1 den;Propuštěn;1
CZ0631;6302;Z;65+;1;;1;0;0;15+ dní;Propuštěn;2
CZ0523;5211;M;20-64;;;1;0;0;3-7 dní;Propuštěn;1
CZ0643;6408;M;20-64;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0206;2014;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;12
CZ0533;5312;M;20-64;;;0;0;0;8-14 dní;Propuštěn;7
CZ0323;3209;Z;65+;;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0532;5309;Z;65+;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0513;5105;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ0411;4102;M;65+;;;1;0;0;3-7 dní;Propuštěn;26
CZ0525;5214;M;20-64;;;0;0;0;8-14 dní;Propuštěn;5
CZ0533;5312;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;11
CZ0325;3206;Z;65+;;;1;0;0;3-7 dní;Zemřel;2
CZ0525;5214;Z;65+;1;1;0;1;0;2 dny;Zemřel;1
CZ0644;6404;M;65+;;;1;0;0;3-7 dní;Propuštěn;12
CZ0643;6417;M;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0804;8015;Z;65+;;;1;0;0;3-7 dní;Propuštěn;12
CZ0315;3109;M;65+;1;1;1;0;0;3-7 dní;Zemřel;1
CZ0512;5103;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;5
CZ0413;4104;M;65+;;1;0;0;0;15+ dní;Hospitalizován;1
CZ0522;5204;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;3
CZ0645;6410;Z;20-64;;;1;0;0;3-7 dní;Zemřel;2
CZ0413;4107;Z;65+;;;1;0;0;1 den;Zemřel;14
CZ0724;7205;M;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0715;7111;M;65+;;;0;0;0;8-14 dní;Zemřel;1
CZ0723;7206;M;65+;;;0;0;0;8-14 dní;Propuštěn;19
CZ0321;3204;Z;65+;;1;1;0;0;3-7 dní;Hospitalizován;1
CZ020B;2020;M;20-64;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0311;3102;M;20-64;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0804;8001;Z;20-64;;;0;0;0;3-7 dní;Hospitalizován;1
CZ0316;3101;Z;65+;;;1;0;0;3-7 dní;Zemřel;4
CZ0206;2017;Z;20-64;;;0;0;0;1 den;Propuštěn;1
CZ0313;3114;Z;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0802;8021;M;65+;;;0;0;0;1 den;Zemřel;3
CZ0632;6305;M;20-64;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0533;5310;M;65+;1;1;1;0;0;15+ dní;Zemřel;1
CZ0806;8019;M;20-64;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0802;8010;Z;65+;;;1;0;0;8-14 dní;Propuštěn;6
CZ0525;5203;M;20-64;;;0;0;0;3-7 dní;Propuštěn;4
CZ0100;0;M;65+;;1;1;0;0;1 den;Zemřel;1
CZ0513;5105;Z;65+;1;;1;0;0;3-7 dní;Zemřel;3
CZ0802;8007;Z;0-19;;;0;0;0;1 den;Propuštěn;2
CZ0634;6307;M;65+;;;1;0;0;2 dny;Propuštěn;2
CZ0203;2024;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0644;6404;M;65+;;;0;0;0;8-14 dní;Propuštěn;26
CZ0713;7103;M;20-64;1;1;0;1;1;15+ dní;Zemřel;1
CZ0317;3112;M;65+;;;1;0;0;15+ dní;Zemřel;4
CZ0523;5211;M;20-64;;;0;0;0;1 den;Propuštěn;1
CZ0423;4205;Z;20-64;;;1;0;0;8-14 dní;Propuštěn;8
CZ0511;5101;M;65+;;;1;0;0;15+ dní;Propuštěn;23
CZ0647;6412;M;20-64;;;0;0;0;8-14 dní;Propuštěn;4
CZ0524;5208;Z;65+;;1;1;0;0;1 den;Propuštěn;1
CZ0722;7208;Z;65+;;;0;0;0;1 den;Propuštěn;1
CZ0203;2024;M;20-64;;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0805;8009;M;65+;1;;1;0;0;15+ dní;Propuštěn;2
CZ0316;3111;M;65+;;;1;0;0;8-14 dní;Zemřel;7
CZ0644;6411;M;65+;;;0;0;0;3-7 dní;Propuštěn;6
CZ0327;9999;M;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0646;6405;Z;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0635;6315;M;65+;;1;1;0;0;3-7 dní;Zemřel;1
CZ0713;7108;Z;65+;1;;0;0;0;1 den;Zemřel;1
CZ0634;6313;M;20-64;1;;0;0;0;2 dny;Zemřel;1
CZ0421;4202;M;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0643;6416;Z;65+;;;1;0;0;1 den;Hospitalizován;1
CZ0207;2016;Z;65+;;1;1;0;0;8-14 dní;Zemřel;1
CZ0311;3113;Z;65+;;;0;0;0;1 den;Zemřel;1
CZ0324;3210;Z;20-64;1;1;0;1;0;3-7 dní;Hospitalizován;1
CZ0313;3105;Z;65+;1;1;0;1;0;15+ dní;Hospitalizován;2
CZ0203;2009;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;31
CZ0525;5203;M;65+;;;1;0;0;2 dny;Zemřel;1
CZ0634;6307;M;65+;1;1;0;1;0;3-7 dní;Zemřel;1
CZ0724;7213;M;65+;;;1;0;0;8-14 dní;Hospitalizován;5
CZ0523;5206;Z;65+;;1;0;0;0;15+ dní;Propuštěn;1
CZ0311;3113;Z;65+;;;1;0;0;8-14 dní;Propuštěn;7
CZ0202;2008;M;65+;1;;0;0;0;8-14 dní;Zemřel;1
CZ0204;2010;Z;20-64;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0645;6410;Z;20-64;;;0;0;0;2 dny;Propuštěn;5
CZ0634;6313;M;65+;1;1;1;0;0;3-7 dní;Zemřel;2
CZ0714;7109;M;65+;1;1;1;0;0;3-7 dní;Zemřel;1
CZ0631;6302;M;20-64;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0532;5311;M;65+;1;;1;0;0;3-7 dní;Zemřel;1
CZ0802;8010;Z;65+;1;1;1;0;0;2 dny;Zemřel;1
CZ0202;2002;Z;65+;;;0;0;0;2 dny;Propuštěn;15
CZ0525;5215;M;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0646;6419;Z;65+;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0525;5203;Z;65+;;;0;0;0;15+ dní;Propuštěn;4
CZ0634;6313;M;65+;1;1;0;1;0;3-7 dní;Zemřel;6
CZ0632;6305;Z;65+;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0315;9999;M;65+;;;1;0;0;3-7 dní;Propuštěn;1
CZ0321;3212;M;20-64;;;1;0;0;3-7 dní;Propuštěn;2
CZ0714;7101;Z;20-64;;;0;0;0;3-7 dní;Zemřel;1
CZ0714;7101;Z;20-64;;;0;0;0;1 den;Propuštěn;2
CZ0323;3209;Z;65+;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0534;5306;M;65+;;;1;0;0;8-14 dní;Propuštěn;3
CZ0513;5105;Z;65+;;;0;0;0;3-7 dní;Zemřel;5
CZ0208;2006;Z;65+;;;1;0;0;3-7 dní;Propuštěn;1
CZ0423;4211;M;65+;;1;1;0;0;3-7 dní;Propuštěn;2
CZ0632;6312;Z;20-64;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0712;7105;Z;20-64;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0713;7108;Z;65+;1;1;0;1;0;1 den;Zemřel;1
CZ0425;4209;M;20-64;;;0;0;0;1 den;Propuštěn;4
CZ0313;3104;M;20-64;1;1;0;0;0;1 den;Propuštěn;1
CZ0533;5312;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0803;8002;Z;65+;;;1;0;0;2 dny;Hospitalizován;1
CZ0805;8017;M;0-19;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0412;4103;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;7
CZ0645;6406;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;6
CZ0724;7205;Z;65+;;;0;0;0;1 den;Propuštěn;3
CZ0207;2015;Z;65+;1;;1;0;0;2 dny;Zemřel;1
CZ0525;5214;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0424;4207;M;20-64;;;0;0;0;2 dny;Hospitalizován;1
CZ020B;2023;M;65+;;;1;0;0;1 den;Zemřel;1
CZ0209;9999;Z;20-64;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0642;6403;M;65+;;1;1;0;0;3-7 dní;Zemřel;5
CZ0712;7107;Z;65+;;;0;0;0;1 den;Propuštěn;6
CZ0712;7105;Z;65+;;;1;0;0;2 dny;Zemřel;1
CZ0421;4202;M;65+;1;1;0;1;0;2 dny;Zemřel;1
CZ0313;3104;M;20-64;;;0;0;0;2 dny;Propuštěn;1
CZ020B;2020;M;20-64;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0802;8010;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;1
CZ0315;3116;M;20-64;;;1;0;0;8-14 dní;Propuštěn;3
CZ0209;2022;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;3
CZ0524;5208;Z;65+;;;1;0;0;3-7 dní;Propuštěn;5
CZ0531;5304;M;65+;;;1;0;0;8-14 dní;Propuštěn;36
CZ0311;3102;M;65+;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0207;2015;M;65+;1;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0412;4103;M;65+;;;1;0;0;8-14 dní;Zemřel;12
CZ0514;5107;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;1
CZ0323;3209;M;65+;1;;1;0;0;2 dny;Zemřel;2
CZ0422;4203;M;65+;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0201;2025;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0523;5209;Z;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0511;5106;M;65+;;;1;0;0;15+ dní;Propuštěn;6
CZ0801;8003;M;20-64;;;1;0;0;8-14 dní;Propuštěn;8
CZ0521;5212;M;65+;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0522;5204;Z;65+;;;1;0;0;3-7 dní;Propuštěn;10
CZ0413;4107;M;20-64;1;1;0;1;0;15+ dní;Zemřel;1
CZ0424;4216;Z;20-64;;1;0;0;0;1 den;Propuštěn;1
CZ0323;3209;Z;65+;;;0;0;0;8-14 dní;Hospitalizován;7
CZ0531;5304;M;65+;;;0;0;0;1 den;Zemřel;4
CZ0713;7108;Z;65+;1;1;1;1;0;15+ dní;Hospitalizován;2
CZ0513;5105;Z;65+;1;1;1;0;0;15+ dní;Zemřel;1
CZ0632;6305;Z;0-19;;;0;0;0;3-7 dní;Propuštěn;1
CZ0322;3203;Z;20-64;1;1;1;1;0;8-14 dní;Hospitalizován;1
CZ0413;4107;M;65+;1;1;0;1;0;8-14 dní;Hospitalizován;1
CZ0803;8018;M;20-64;;;0;0;0;2 dny;Propuštěn;3
CZ0327;3215;M;65+;;;1;0;0;8-14 dní;Propuštěn;23
CZ0632;6305;Z;20-64;;;0;0;0;8-14 dní;Propuštěn;9
